2.799246609210968018e-01 4.266108036041259766e+00 5.888671875000000000e-01 1.229938983917236328e+00 2.069343185424804688e+01
6.671316623687744141e-01 9.985249042510986328e-01 8.481445312500000000e-01 4.824548065662384033e-01 4.458563327789306641e-01
8.109654188156127930e-01 6.173516511917114258e-01 9.062500000000000000e-01 3.258305191993713379e-01 4.452667236328125000e-01
8.460519313812255859e-01 4.902401864528656006e-01 9.194335937500000000e-01 2.695163488388061523e-01 4.550693035125732422e-01
8.657924532890319824e-01 4.345090389251708984e-01 9.262695312500000000e-01 2.504132986068725586e-01 4.764750003814697266e-01
8.773019313812255859e-01 3.918299674987792969e-01 9.301757812500000000e-01 2.172288298606872559e-01 4.608321189880371094e-01
8.834403157234191895e-01 3.832527995109558105e-01 9.384765625000000000e-01 2.042663395404815674e-01 4.518706798553466797e-01
8.914619088172912598e-01 3.535889089107513428e-01 9.399414062500000000e-01 1.908070594072341919e-01 4.591875076293945312e-01
8.976004719734191895e-01 3.282478749752044678e-01 9.428710937500000000e-01 1.702169924974441528e-01 4.567532539367675781e-01
9.071567654609680176e-01 3.038969635963439941e-01 9.497070312500000000e-01 1.580404937267303467e-01 4.695823192596435547e-01
9.091796875000000000e-01 2.854812443256378174e-01 9.516601562500000000e-01 1.478923559188842773e-01 4.558215141296386719e-01
9.148299098014831543e-01 2.773104310035705566e-01 9.555664062500000000e-01 1.564788520336151123e-01 4.490034580230712891e-01
9.120395779609680176e-01 2.846889793872833252e-01 9.609375000000000000e-01 1.308690458536148071e-01 4.245963096618652344e-01
9.200613498687744141e-01 2.650607228279113770e-01 9.575195312500000000e-01 1.422781497240066528e-01 4.663977622985839844e-01
9.221539497375488281e-01 2.566646337509155273e-01 9.604492187500000000e-01 1.305942535400390625e-01 4.695062637329101562e-01
9.273157715797424316e-01 2.337754666805267334e-01 9.580078125000000000e-01 1.305039823055267334e-01 4.646115303039550781e-01
