6.322400569915771484e-01 1.189872384071350098e+00 9.164496660232543945e-01 2.756139338016510010e-01 1.191021299362182617e+01
8.936218619346618652e-01 3.492047488689422607e-01 9.344618916511535645e-01 1.996756196022033691e-01 8.072779178619384766e-01
9.135911464691162109e-01 2.823975086212158203e-01 9.457466006278991699e-01 1.665566861629486084e-01 7.878308296203613281e-01
9.224139451980590820e-01 2.548459172248840332e-01 9.481337070465087891e-01 1.536370664834976196e-01 8.095149993896484375e-01
9.274314641952514648e-01 2.360607385635375977e-01 9.537760019302368164e-01 1.308665573596954346e-01 7.589213848114013672e-01
9.311355352401733398e-01 2.254273891448974609e-01 9.552951455116271973e-01 1.271089613437652588e-01 8.090145587921142578e-01
9.346713423728942871e-01 2.110456675291061401e-01 9.574652910232543945e-01 1.180803999304771423e-01 8.008806705474853516e-01
9.324491024017333984e-01 2.267546802759170532e-01 9.589843750000000000e-01 1.323758810758590698e-01 8.923060894012451172e-01
9.358161687850952148e-01 2.059558182954788208e-01 9.565972089767456055e-01 1.256301105022430420e-01 7.848505973815917969e-01
9.394866228103637695e-01 2.050118297338485718e-01 9.576822519302368164e-01 1.270305663347244263e-01 7.802214622497558594e-01
9.409679770469665527e-01 1.948591023683547974e-01 9.555121660232543945e-01 1.255413889884948730e-01 8.033330440521240234e-01
9.382407069206237793e-01 1.968851834535598755e-01 9.609375000000000000e-01 1.193992942571640015e-01 7.504298686981201172e-01
9.413722157478332520e-01 1.908515989780426025e-01 9.596353769302368164e-01 1.201625466346740723e-01 7.975172996520996094e-01
9.439316987991333008e-01 1.841141879558563232e-01 9.609374403953552246e-01 1.110449358820915222e-01 8.033702373504638672e-01
9.431234598159790039e-01 1.912669688463211060e-01 9.615886211395263672e-01 1.125207692384719849e-01 8.385503292083740234e-01
9.467939734458923340e-01 1.767490506172180176e-01 9.626736640930175781e-01 1.060736551880836487e-01 7.943689823150634766e-01
